timestamp,air_temp,process_temp,rotational_speed,torque,tool_wear,power_kw,temp_diff,torque_speed_ratio,strain_index,wear_rate,anomaly,anomaly_type
2020-01-01 00:38:00,25.75,36.05,1379,50.7,106,7.322,10.3,0.0368,5374.2,2.7179,0,Normal
2020-01-01 00:39:00,25.65,35.95,1350,52.5,111,7.422,10.3,0.0389,5827.5,2.775,0,Normal
2020-01-01 00:40:00,25.65,35.95,1362,45.4,113,6.475,10.3,0.0333,5130.2,2.7561,0,Normal
2020-01-01 00:41:00,25.65,35.95,1368,50.8,115,7.277,10.3,0.0371,5842.0,2.7381,0,Normal
2020-01-01 00:42:00,25.65,35.95,1368,49.1,117,7.034,10.3,0.0359,5744.7,2.7209,0,Normal
2020-01-01 00:43:00,25.65,36.05,1372,48.5,120,6.968,10.4,0.0353,5820.0,2.7273,0,Normal
2020-01-01 00:44:00,25.65,35.95,1472,47.5,125,7.322,10.3,0.0323,5937.5,2.7778,0,Normal
2020-01-01 00:45:00,25.65,35.95,1489,49.1,128,7.656,10.3,0.033,6284.8,2.7826,0,Normal
2020-01-01 00:46:00,25.55,35.85,1843,25.8,130,4.979,10.3,0.014,3354.0,2.766,0,Normal
2020-01-01 00:47:00,25.65,35.95,1418,46.3,133,6.875,10.3,0.0327,6157.9,2.7708,0,Normal
2020-01-01 00:48:00,25.65,36.05,1425,53.9,135,8.043,10.4,0.0378,7276.5,2.7551,0,Normal
2020-01-01 00:49:00,25.75,36.05,1412,44.1,140,6.521,10.3,0.0312,6174.0,2.8,0,Normal
2020-01-01 00:50:00,25.75,35.95,2861,4.6,143,1.378,10.2,0.0016,657.8,2.8039,1,Power_Failure
2020-01-01 00:51:00,25.75,35.95,1383,54.9,145,7.951,10.2,0.0397,7960.5,2.7885,0,Normal
2020-01-01 00:52:00,25.65,35.85,1497,43.8,147,6.866,10.2,0.0293,6438.6,2.7736,0,Normal
2020-01-01 00:53:00,25.55,35.85,1565,35.1,152,5.752,10.3,0.0224,5335.2,2.8148,0,Normal
2020-01-01 00:54:00,25.55,35.85,1691,30.1,154,5.33,10.3,0.0178,4635.4,2.8,0,Normal
2020-01-01 00:55:00,25.65,35.95,1512,40.7,156,6.444,10.3,0.0269,6349.2,2.7857,0,Normal
2020-01-01 00:56:00,25.65,35.95,1477,42.4,158,6.558,10.3,0.0287,6699.2,2.7719,0,Normal
2020-01-01 00:57:00,25.65,35.95,1513,40.3,160,6.385,10.3,0.0266,6448.0,2.7586,0,Normal
2020-01-01 00:58:00,25.65,35.85,1661,29.5,162,5.131,10.2,0.0178,4779.0,2.7458,0,Normal
2020-01-01 00:59:00,25.65,35.95,1378,54.4,165,7.85,10.3,0.0395,8976.0,2.75,0,Normal
2020-01-01 01:00:00,25.65,35.95,1393,52.6,167,7.673,10.3,0.0378,8784.2,2.7377,0,Normal
2020-01-01 01:01:00,25.65,35.85,1592,38.2,169,6.368,10.2,0.024,6455.8,2.7258,0,Normal
2020-01-01 01:02:00,25.65,35.85,1829,22.9,172,4.386,10.2,0.0125,3938.8,2.7302,0,Normal
2020-01-01 01:03:00,25.75,35.85,1812,25.9,174,4.915,10.1,0.0143,4506.6,2.7188,0,Normal
2020-01-01 01:04:00,25.85,35.95,1523,38.6,177,6.156,10.1,0.0253,6832.2,2.7231,0,Normal
2020-01-01 01:05:00,25.85,35.95,1394,45.1,179,6.584,10.1,0.0324,8072.9,2.7121,0,Normal
2020-01-01 01:06:00,25.75,35.75,1679,28.7,181,5.046,10.0,0.0171,5194.7,2.7015,0,Normal
2020-01-01 01:07:00,25.65,35.75,1466,44.1,184,6.77,10.1,0.0301,8114.4,2.7059,0,Normal
2020-01-01 01:08:00,25.65,35.75,1527,32.4,189,5.181,10.1,0.0212,6123.6,2.7391,0,Normal
2020-01-01 01:09:00,25.75,35.85,1410,65.7,191,9.701,10.1,0.0466,12548.7,2.7286,1,Power_Failure
2020-01-01 01:10:00,25.75,35.85,1924,22.6,193,4.553,10.1,0.0117,4361.8,2.7183,0,Normal
2020-01-01 01:11:00,25.75,35.95,1452,45.5,196,6.918,10.2,0.0313,8918.0,2.7222,0,Normal
2020-01-01 01:12:00,25.75,35.95,1369,44.4,198,6.365,10.2,0.0324,8791.2,2.7123,0,Normal
2020-01-01 01:13:00,25.85,35.95,1592,35.0,200,5.835,10.1,0.022,7000.0,2.7027,0,Normal
2020-01-01 01:14:00,25.75,35.85,1601,32.3,202,5.415,10.1,0.0202,6524.6,2.6933,0,Normal
2020-01-01 01:15:00,25.65,35.75,1379,46.7,204,6.744,10.1,0.0339,9526.8,2.6842,0,Normal
2020-01-01 01:16:00,25.65,35.75,1461,47.9,206,7.328,10.1,0.0328,9867.4,2.6753,0,Normal
2020-01-01 01:17:00,25.65,35.75,1455,41.3,208,6.293,10.1,0.0284,8590.4,2.6667,1,Tool_Wear_Failure
2020-01-01 01:18:00,25.65,35.75,1398,51.5,0,7.54,10.1,0.0368,0.0,0.0,0,Normal
2020-01-01 01:19:00,25.65,35.75,1402,37.9,2,5.564,10.1,0.027,75.8,0.025,0,Normal
2020-01-01 01:20:00,25.65,35.65,1445,49.9,4,7.551,10.0,0.0345,199.6,0.0494,0,Normal
2020-01-01 01:21:00,25.75,35.75,1450,47.5,9,7.213,10.0,0.0328,427.5,0.1098,0,Normal
2020-01-01 01:22:00,25.75,35.75,1453,40.8,11,6.208,10.0,0.0281,448.8,0.1325,0,Normal
2020-01-01 01:23:00,25.85,35.85,1469,40.1,13,6.169,10.0,0.0273,521.3,0.1548,0,Normal
2020-01-01 01:24:00,25.75,35.75,1422,47.6,15,7.088,10.0,0.0335,714.0,0.1765,0,Normal
2020-01-01 01:25:00,25.85,35.85,1804,26.8,17,5.063,10.0,0.0149,455.6,0.1977,0,Normal
2020-01-01 01:26:00,25.85,35.85,1436,43.9,20,6.602,10.0,0.0306,878.0,0.2299,0,Normal
2020-01-01 01:27:00,25.85,35.85,1544,31.8,25,5.142,10.0,0.0206,795.0,0.2841,0,Normal
2020-01-01 01:28:00,25.85,35.85,1419,45.2,27,6.717,10.0,0.0319,1220.4,0.3034,0,Normal
2020-01-01 01:29:00,25.75,35.75,1487,39.5,30,6.151,10.0,0.0266,1185.0,0.3333,0,Normal
2020-01-01 01:30:00,25.75,35.75,1753,25.8,33,4.736,10.0,0.0147,851.4,0.3626,0,Normal
2020-01-01 01:31:00,25.75,35.75,1830,24.9,35,4.772,10.0,0.0136,871.5,0.3804,0,Normal
2020-01-01 01:32:00,25.75,35.75,1727,27.1,37,4.901,10.0,0.0157,1002.7,0.3978,0,Normal
2020-01-01 01:33:00,25.95,35.85,1450,43.0,40,6.529,9.9,0.0297,1720.0,0.4255,0,Normal
2020-01-01 01:34:00,25.85,35.75,1622,31.9,42,5.418,9.9,0.0197,1339.8,0.4421,0,Normal
2020-01-01 01:35:00,25.85,35.85,1351,52.2,44,7.385,10.0,0.0386,2296.8,0.4583,0,Normal
2020-01-01 01:36:00,25.85,35.85,1575,35.3,47,5.822,10.0,0.0224,1659.1,0.4845,0,Normal
2020-01-01 01:37:00,25.75,35.75,1750,29.9,50,5.479,10.0,0.0171,1495.0,0.5102,0,Normal
2020-01-01 01:38:00,25.75,35.65,1529,32.7,53,5.236,9.9,0.0214,1733.1,0.5354,0,Normal
2020-01-01 01:39:00,25.65,35.65,1523,44.4,55,7.081,10.0,0.0292,2442.0,0.55,0,Normal
2020-01-01 01:40:00,25.65,35.75,1852,25.0,57,4.849,10.1,0.0135,1425.0,0.5644,0,Normal
2020-01-01 01:41:00,25.65,35.65,1991,20.7,59,4.316,10.0,0.0104,1221.3,0.5784,0,Normal
2020-01-01 01:42:00,25.65,35.65,1555,40.6,61,6.611,10.0,0.0261,2476.6,0.5922,0,Normal
2020-01-01 01:43:00,25.65,35.65,1441,40.5,63,6.111,10.0,0.0281,2551.5,0.6058,0,Normal
2020-01-01 01:44:00,25.65,35.55,1450,43.4,66,6.59,9.9,0.0299,2864.4,0.6286,0,Normal
2020-01-01 01:45:00,25.65,35.55,1591,31.1,68,5.182,9.9,0.0195,2114.8,0.6415,0,Normal
2020-01-01 01:46:00,25.65,35.55,1445,48.5,70,7.339,9.9,0.0336,3395.0,0.6542,0,Normal
2020-01-01 01:47:00,25.65,35.65,1497,46.8,72,7.337,10.0,0.0313,3369.6,0.6667,0,Normal
2020-01-01 01:48:00,25.75,35.65,1621,32.7,75,5.551,9.9,0.0202,2452.5,0.6881,0,Normal
2020-01-01 01:49:00,25.75,35.55,1572,34.1,80,5.614,9.8,0.0217,2728.0,0.7273,0,Normal
2020-01-01 01:50:00,25.65,35.45,1872,22.5,82,4.411,9.8,0.012,1845.0,0.7387,0,Normal
2020-01-01 01:51:00,25.55,35.45,1499,43.5,84,6.828,9.9,0.029,3654.0,0.75,0,Normal
2020-01-01 01:52:00,25.65,35.55,1498,39.5,89,6.196,9.9,0.0264,3515.5,0.7876,0,Normal
2020-01-01 01:53:00,25.65,35.45,1486,41.9,92,6.52,9.8,0.0282,3854.8,0.807,0,Normal
2020-01-01 01:54:00,25.65,35.45,1680,29.4,95,5.172,9.8,0.0175,2793.0,0.8261,0,Normal
2020-01-01 01:55:00,25.65,35.45,1431,45.7,97,6.848,9.8,0.0319,4432.9,0.8362,0,Normal
2020-01-01 01:56:00,25.75,35.55,1564,34.1,99,5.585,9.8,0.0218,3375.9,0.8462,0,Normal
2020-01-01 01:57:00,25.65,35.45,1599,33.0,101,5.526,9.8,0.0206,3333.0,0.8559,0,Normal
2020-01-01 01:58:00,25.65,35.45,1707,28.1,103,5.023,9.8,0.0165,2894.3,0.8655,0,Normal
2020-01-01 01:59:00,25.55,35.35,1467,40.7,106,6.252,9.8,0.0277,4314.2,0.8833,0,Normal
2020-01-01 02:00:00,25.75,35.55,1433,44.7,108,6.708,9.8,0.0312,4827.6,0.8926,0,Normal
2020-01-01 02:01:00,25.75,35.55,1558,41.2,110,6.722,9.8,0.0264,4532.0,0.9016,0,Normal
2020-01-01 02:02:00,25.85,35.65,1310,50.7,112,6.955,9.8,0.0387,5678.4,0.9106,0,Normal
2020-01-01 02:03:00,25.75,35.55,1546,43.4,114,7.026,9.8,0.0281,4947.6,0.9194,0,Normal
2020-01-01 02:04:00,25.75,35.55,1727,29.4,116,5.317,9.8,0.017,3410.4,0.928,0,Normal
2020-01-01 02:05:00,25.75,35.45,1560,32.2,118,5.26,9.7,0.0206,3799.6,0.9365,0,Normal
2020-01-01 02:06:00,25.85,35.45,1329,60.5,120,8.42,9.6,0.0455,7260.0,0.9449,0,Normal
2020-01-01 02:07:00,25.75,35.45,1413,46.5,122,6.881,9.7,0.0329,5673.0,0.9531,0,Normal
2020-01-01 02:08:00,25.85,35.45,1587,38.6,124,6.415,9.6,0.0243,4786.4,0.9612,0,Normal
2020-01-01 02:09:00,25.75,35.35,1559,34.3,126,5.6,9.6,0.022,4321.8,0.9692,0,Normal
2020-01-01 02:10:00,25.65,35.25,1473,41.1,128,6.34,9.6,0.0279,5260.8,0.9771,0,Normal
2020-01-01 02:11:00,25.65,35.25,1737,27.7,130,5.039,9.6,0.0159,3601.0,0.9848,0,Normal
2020-01-01 02:12:00,25.55,35.25,1441,43.2,132,6.519,9.7,0.03,5702.4,0.9925,0,Normal
2020-01-01 02:13:00,25.55,35.25,1430,49.6,135,7.428,9.7,0.0347,6696.0,1.0075,0,Normal
2020-01-01 02:14:00,25.65,35.25,1369,53.0,138,7.598,9.6,0.0387,7314.0,1.0222,0,Normal
2020-01-01 02:15:00,25.65,35.35,1711,28.5,140,5.107,9.7,0.0167,3990.0,1.0294,0,Normal
2020-01-01 02:16:00,25.55,35.35,1420,45.7,143,6.796,9.8,0.0322,6535.1,1.0438,0,Normal
2020-01-01 02:17:00,25.55,35.45,1297,55.3,148,7.511,9.9,0.0426,8184.4,1.0725,0,Normal
2020-01-01 02:18:00,25.65,35.45,1449,49.4,150,7.496,9.8,0.0341,7410.0,1.0791,0,Normal
2020-01-01 02:19:00,25.65,35.45,1268,55.8,155,7.409,9.8,0.044,8649.0,1.1071,0,Normal
2020-01-01 02:20:00,25.65,35.45,1511,36.1,157,5.712,9.8,0.0239,5667.7,1.1135,0,Normal
2020-01-01 02:21:00,25.55,35.35,1544,35.2,159,5.691,9.8,0.0228,5596.8,1.1197,0,Normal
2020-01-01 02:22:00,25.45,35.25,1778,28.2,161,5.251,9.8,0.0159,4540.2,1.1259,0,Normal
2020-01-01 02:23:00,25.45,35.25,1407,50.5,164,7.441,9.8,0.0359,8282.0,1.1389,0,Normal
2020-01-01 02:24:00,25.45,35.25,1391,42.4,169,6.176,9.8,0.0305,7165.6,1.1655,0,Normal
2020-01-01 02:25:00,25.35,35.25,1513,33.6,172,5.324,9.9,0.0222,5779.2,1.1781,0,Normal
2020-01-01 02:26:00,25.35,35.25,1612,36.1,174,6.094,9.9,0.0224,6281.4,1.1837,0,Normal
2020-01-01 02:27:00,25.25,35.25,1515,40.1,179,6.362,10.0,0.0265,7177.9,1.2095,0,Normal
2020-01-01 02:28:00,25.15,35.15,1379,48.0,181,6.932,10.0,0.0348,8688.0,1.2148,0,Normal
2020-01-01 02:29:00,25.25,35.15,1473,39.9,184,6.155,9.9,0.0271,7341.6,1.2267,0,Normal
2020-01-01 02:30:00,25.25,35.15,1422,42.7,186,6.359,9.9,0.03,7942.2,1.2318,0,Normal
2020-01-01 02:31:00,25.25,35.05,1463,37.6,188,5.761,9.8,0.0257,7068.8,1.2368,0,Normal
2020-01-01 02:32:00,25.25,35.05,1584,41.0,191,6.801,9.8,0.0259,7831.0,1.2484,0,Normal
2020-01-01 02:33:00,25.25,35.05,1850,27.0,194,5.231,9.8,0.0146,5238.0,1.2597,0,Normal
2020-01-01 02:34:00,25.25,35.05,1528,36.2,196,5.792,9.8,0.0237,7095.2,1.2645,0,Normal
2020-01-01 02:35:00,25.25,35.05,1987,19.8,198,4.12,9.8,0.01,3920.4,1.2692,0,Normal
2020-01-01 02:36:00,25.25,34.95,1495,46.0,203,7.202,9.7,0.0308,9338.0,1.293,0,Normal
2020-01-01 02:37:00,25.25,35.05,1478,43.5,206,6.733,9.8,0.0294,8961.0,1.3038,0,Normal
2020-01-01 02:38:00,25.25,35.05,1499,40.0,211,6.279,9.8,0.0267,8440.0,1.327,0,Normal
2020-01-01 02:39:00,25.25,35.05,1471,47.0,214,7.24,9.8,0.032,10058.0,1.3375,0,Normal
2020-01-01 02:40:00,25.25,35.05,1282,60.7,216,8.149,9.8,0.0473,13111.2,1.3416,1,Overstrain_Failure
2020-01-01 02:41:00,25.15,34.95,1412,52.3,218,7.733,9.8,0.037,11401.4,1.3457,1,Overstrain_Failure
2020-01-01 02:42:00,25.15,34.95,1586,35.5,0,5.896,9.8,0.0224,0.0,0.0,0,Normal
2020-01-01 02:43:00,25.25,35.05,1468,43.8,2,6.733,9.8,0.0298,87.6,0.0122,0,Normal
2020-01-01 02:44:00,25.35,35.15,1440,43.6,5,6.575,9.8,0.0303,218.0,0.0303,0,Normal
2020-01-01 02:45:00,25.35,35.25,1733,26.0,8,4.718,9.9,0.015,208.0,0.0482,0,Normal
2020-01-01 02:46:00,25.25,35.05,1612,32.6,10,5.503,9.8,0.0202,326.0,0.0599,0,Normal
2020-01-01 02:47:00,25.25,35.15,1458,42.9,15,6.55,9.9,0.0294,643.5,0.0893,0,Normal
2020-01-01 02:48:00,25.25,35.15,1433,62.3,20,9.349,9.9,0.0435,1246.0,0.1183,1,Power_Failure
2020-01-01 02:49:00,25.25,35.15,1318,59.1,22,8.157,9.9,0.0448,1300.2,0.1294,0,Normal
2020-01-01 02:50:00,25.25,35.05,1610,35.0,24,5.901,9.8,0.0217,840.0,0.1404,0,Normal
2020-01-01 02:51:00,25.05,34.95,1462,50.8,27,7.777,9.9,0.0347,1371.6,0.157,0,Normal
2020-01-01 02:52:00,24.95,34.85,1924,20.8,29,4.191,9.9,0.0108,603.2,0.1676,0,Normal
2020-01-01 02:53:00,25.05,34.85,1591,33.7,32,5.615,9.8,0.0212,1078.4,0.1839,0,Normal
2020-01-01 02:54:00,25.05,34.95,1306,58.3,35,7.973,9.9,0.0446,2040.5,0.2,0,Normal
2020-01-01 02:55:00,25.05,34.95,1382,43.5,37,6.295,9.9,0.0315,1609.5,0.2102,0,Normal
2020-01-01 02:56:00,25.05,34.95,1618,34.7,39,5.879,9.9,0.0214,1353.3,0.2203,0,Normal
2020-01-01 02:57:00,25.05,35.05,1988,21.4,41,4.455,10.0,0.0108,877.4,0.2303,0,Normal
2020-01-01 02:58:00,25.05,35.05,1436,50.2,43,7.549,10.0,0.035,2158.6,0.2402,0,Normal
2020-01-01 02:59:00,25.05,35.15,1304,49.8,45,6.8,10.1,0.0382,2241.0,0.25,0,Normal
2020-01-01 03:00:00,25.05,35.15,1475,49.9,47,7.708,10.1,0.0338,2345.3,0.2597,0,Normal
2020-01-01 03:01:00,25.05,35.15,1824,24.2,49,4.622,10.1,0.0133,1185.8,0.2692,0,Normal
2020-01-01 03:02:00,24.95,35.05,1342,48.1,54,6.76,10.1,0.0358,2597.4,0.2951,0,Normal
2020-01-01 03:03:00,24.95,35.05,1485,40.7,57,6.329,10.1,0.0274,2319.9,0.3098,0,Normal
2020-01-01 03:04:00,25.05,35.05,1667,30.6,59,5.342,10.0,0.0184,1805.4,0.3189,0,Normal
2020-01-01 03:05:00,25.05,35.05,1446,38.2,61,5.784,10.0,0.0264,2330.2,0.328,0,Normal
2020-01-01 03:06:00,24.95,35.15,1301,56.0,63,7.629,10.2,0.043,3528.0,0.3369,0,Normal
2020-01-01 03:07:00,25.05,35.25,1379,43.1,65,6.224,10.2,0.0313,2801.5,0.3457,0,Normal
2020-01-01 03:08:00,25.15,35.35,1606,33.6,67,5.651,10.2,0.0209,2251.2,0.3545,0,Normal
2020-01-01 03:09:00,25.15,35.25,1539,43.4,69,6.995,10.1,0.0282,2994.6,0.3632,0,Normal
2020-01-01 03:10:00,25.05,35.25,1477,49.9,72,7.718,10.2,0.0338,3592.8,0.377,0,Normal
2020-01-01 03:11:00,25.05,35.25,1666,34.6,74,6.036,10.2,0.0208,2560.4,0.3854,0,Normal
2020-01-01 03:12:00,25.05,35.25,1398,51.8,76,7.583,10.2,0.0371,3936.8,0.3938,0,Normal
2020-01-01 03:13:00,25.05,35.25,1678,34.6,81,6.08,10.2,0.0206,2802.6,0.4175,0,Normal
2020-01-01 03:14:00,25.05,35.35,2678,10.7,86,3.001,10.3,0.004,920.2,0.441,1,Power_Failure
2020-01-01 03:15:00,25.15,35.35,1453,42.9,89,6.528,10.2,0.0295,3818.1,0.4541,0,Normal
2020-01-01 03:16:00,25.15,35.45,1432,49.5,91,7.423,10.3,0.0346,4504.5,0.4619,0,Normal
2020-01-01 03:17:00,25.25,35.45,1527,40.9,96,6.54,10.2,0.0268,3926.4,0.4848,0,Normal
2020-01-01 03:18:00,25.25,35.55,1588,35.0,99,5.82,10.3,0.022,3465.0,0.4975,0,Normal
2020-01-01 03:19:00,25.25,35.45,1433,47.1,101,7.068,10.2,0.0329,4757.1,0.505,0,Normal
2020-01-01 03:20:00,25.25,35.45,1609,35.0,103,5.897,10.2,0.0218,3605.0,0.5124,0,Normal
2020-01-01 03:21:00,25.15,35.35,1575,41.2,105,6.795,10.2,0.0262,4326.0,0.5198,0,Normal
2020-01-01 03:22:00,25.25,35.35,1636,35.7,107,6.116,10.1,0.0218,3819.9,0.5271,0,Normal
2020-01-01 03:23:00,25.25,35.35,1490,37.9,110,5.914,10.1,0.0254,4169.0,0.5392,0,Normal
2020-01-01 03:24:00,25.25,35.35,1741,32.8,112,5.98,10.1,0.0188,3673.6,0.5463,0,Normal
2020-01-01 03:25:00,25.35,35.45,1344,53.0,114,7.459,10.1,0.0394,6042.0,0.5534,0,Normal
2020-01-01 03:26:00,25.35,35.55,1609,35.3,117,5.948,10.2,0.0219,4130.1,0.5652,0,Normal
2020-01-01 03:27:00,25.25,35.55,1421,60.7,119,9.033,10.3,0.0427,7223.3,0.5721,1,Power_Failure
2020-01-01 03:28:00,25.25,35.45,1591,36.7,122,6.115,10.2,0.0231,4477.4,0.5837,0,Normal
2020-01-01 03:29:00,25.25,35.45,1477,44.0,124,6.806,10.2,0.0298,5456.0,0.5905,0,Normal
2020-01-01 03:30:00,25.25,35.55,1523,36.1,126,5.758,10.3,0.0237,4548.6,0.5972,0,Normal
2020-01-01 03:31:00,25.35,35.55,1575,33.9,128,5.591,10.2,0.0215,4339.2,0.6038,0,Normal
2020-01-01 03:32:00,25.25,35.55,1344,52.9,130,7.445,10.3,0.0394,6877.0,0.6103,0,Normal
2020-01-01 03:33:00,25.25,35.55,1386,44.9,135,6.517,10.3,0.0324,6061.5,0.6308,0,Normal
2020-01-01 03:34:00,25.15,35.45,1589,37.1,137,6.173,10.3,0.0233,5082.7,0.6372,0,Normal
2020-01-01 03:35:00,25.15,35.45,1548,40.3,140,6.533,10.3,0.026,5642.0,0.6481,0,Normal
2020-01-01 03:36:00,25.15,35.45,1499,38.3,142,6.012,10.3,0.0256,5438.6,0.6544,0,Normal
2020-01-01 03:37:00,25.15,35.35,1664,31.6,144,5.506,10.2,0.019,4550.4,0.6606,0,Normal
2020-01-01 03:38:00,25.15,35.45,1447,38.1,146,5.773,10.3,0.0263,5562.6,0.6667,0,Normal
2020-01-01 03:39:00,25.15,35.35,1434,46.2,148,6.938,10.2,0.0322,6837.6,0.6727,0,Normal
2020-01-01 03:40:00,25.15,35.35,1416,52.7,151,7.815,10.2,0.0372,7957.7,0.6833,0,Normal
2020-01-01 03:41:00,25.25,35.35,1827,24.3,153,4.649,10.1,0.0133,3717.9,0.6892,0,Normal
2020-01-01 03:42:00,25.25,35.45,1304,45.0,158,6.145,10.2,0.0345,7110.0,0.7085,0,Normal
2020-01-01 03:43:00,25.25,35.45,1569,34.4,160,5.652,10.2,0.0219,5504.0,0.7143,0,Normal
2020-01-01 03:44:00,25.15,35.45,1584,29.3,162,4.86,10.3,0.0185,4746.6,0.72,0,Normal
2020-01-01 03:45:00,25.15,35.35,1362,53.8,164,7.673,10.2,0.0395,8823.2,0.7257,0,Normal
2020-01-01 03:46:00,25.15,35.25,1329,49.2,166,6.847,10.1,0.037,8167.2,0.7313,0,Normal
2020-01-01 03:47:00,25.15,35.35,1539,36.1,168,5.818,10.2,0.0235,6064.8,0.7368,0,Normal
2020-01-01 03:48:00,25.15,35.35,1629,37.1,170,6.329,10.2,0.0228,6307.0,0.7424,0,Normal
2020-01-01 03:49:00,25.15,35.35,1538,32.2,173,5.186,10.2,0.0209,5570.6,0.7522,0,Normal
2020-01-01 03:50:00,25.15,35.45,1570,34.8,175,5.721,10.3,0.0222,6090.0,0.7576,0,Normal
2020-01-01 03:51:00,25.15,35.25,1408,43.1,177,6.355,10.1,0.0306,7628.7,0.7629,0,Normal
2020-01-01 03:52:00,25.05,35.25,1424,47.6,179,7.098,10.2,0.0334,8520.4,0.7682,0,Normal
2020-01-01 03:53:00,25.05,35.25,1512,34.9,181,5.526,10.2,0.0231,6316.9,0.7735,0,Normal
2020-01-01 03:54:00,25.05,35.25,1478,42.9,183,6.64,10.2,0.029,7850.7,0.7787,0,Normal
