Window_Index,Scenario,True_Root_Cause,Proposed_Root_Cause,Proposed_Match,Current_Reading,Target_Reading,Required_Change,Direction,Unit,Orig_Score,CF_Score,Threshold,Validity,Sparsity,Proximity_L1,Proximity_L2,Actionability_Pct,Score_Reduction_Pct,Latency_ms,Explanation_Narrative
461,A1_Fan_Failure,fan_speed,fan_speed,True,0.0,1145.0,1145.0,increase,RPM,0.91274,0.06519,0.12567,True,2,0.1188,0.49337,50.0,92.86,5.83,"WHAT-IF ACTION: INCREASE Fan Speed from 0.00 RPM to 1145.00 RPM (+1145.00 RPM). Result: Anomaly reconstruction score drops from 0.9127 to 0.0652 (threshold: 0.1257), restoring the machine to verified normal operation."
462,A1_Fan_Failure,fan_speed,fan_speed,True,0.0,1145.0,1145.0,increase,RPM,0.94993,0.0839,0.12567,True,2,0.1266,0.51466,50.0,91.17,5.67,"WHAT-IF ACTION: INCREASE Fan Speed from 0.00 RPM to 1145.00 RPM (+1145.00 RPM). Result: Anomaly reconstruction score drops from 0.9499 to 0.0839 (threshold: 0.1257), restoring the machine to verified normal operation."
463,A1_Fan_Failure,fan_speed,fan_speed,True,0.0,1145.0,1145.0,increase,RPM,0.94672,0.07864,0.12567,True,2,0.13459,0.53515,50.0,91.69,5.81,"WHAT-IF ACTION: INCREASE Fan Speed from 0.00 RPM to 1145.00 RPM (+1145.00 RPM). Result: Anomaly reconstruction score drops from 0.9467 to 0.0786 (threshold: 0.1257), restoring the machine to verified normal operation."
464,A1_Fan_Failure,fan_speed,fan_speed,True,0.0,1145.0,1145.0,increase,RPM,0.94245,0.07177,0.12567,True,2,0.14253,0.55487,50.0,92.38,5.61,"WHAT-IF ACTION: INCREASE Fan Speed from 0.00 RPM to 1145.00 RPM (+1145.00 RPM). Result: Anomaly reconstruction score drops from 0.9424 to 0.0718 (threshold: 0.1257), restoring the machine to verified normal operation."
465,A1_Fan_Failure,fan_speed,fan_speed,True,0.0,1145.0,1145.0,increase,RPM,0.95097,0.07237,0.12567,True,2,0.15012,0.5738,50.0,92.39,5.65,"WHAT-IF ACTION: INCREASE Fan Speed from 0.00 RPM to 1145.00 RPM (+1145.00 RPM). Result: Anomaly reconstruction score drops from 0.9510 to 0.0724 (threshold: 0.1257), restoring the machine to verified normal operation."
466,A1_Fan_Failure,fan_speed,fan_speed,True,0.0,1145.0,1145.0,increase,RPM,0.97589,0.08556,0.12567,True,2,0.15784,0.59219,50.0,91.23,5.78,"WHAT-IF ACTION: INCREASE Fan Speed from 0.00 RPM to 1145.00 RPM (+1145.00 RPM). Result: Anomaly reconstruction score drops from 0.9759 to 0.0856 (threshold: 0.1257), restoring the machine to verified normal operation."
467,A1_Fan_Failure,fan_speed,fan_speed,True,0.0,1145.0,1145.0,increase,RPM,0.97023,0.07922,0.12567,True,2,0.1657,0.61006,50.0,91.83,5.8,"WHAT-IF ACTION: INCREASE Fan Speed from 0.00 RPM to 1145.00 RPM (+1145.00 RPM). Result: Anomaly reconstruction score drops from 0.9702 to 0.0792 (threshold: 0.1257), restoring the machine to verified normal operation."
468,A1_Fan_Failure,fan_speed,fan_speed,True,0.0,1145.0,1145.0,increase,RPM,0.9896,0.08273,0.12567,True,2,0.17357,0.62743,50.0,91.64,5.67,"WHAT-IF ACTION: INCREASE Fan Speed from 0.00 RPM to 1145.00 RPM (+1145.00 RPM). Result: Anomaly reconstruction score drops from 0.9896 to 0.0827 (threshold: 0.1257), restoring the machine to verified normal operation."
469,A1_Fan_Failure,fan_speed,fan_speed,True,0.0,1145.0,1145.0,increase,RPM,0.98257,0.07501,0.12567,True,2,0.18158,0.64433,50.0,92.37,5.62,"WHAT-IF ACTION: INCREASE Fan Speed from 0.00 RPM to 1145.00 RPM (+1145.00 RPM). Result: Anomaly reconstruction score drops from 0.9826 to 0.0750 (threshold: 0.1257), restoring the machine to verified normal operation."
470,A1_Fan_Failure,fan_speed,fan_speed,True,0.0,1145.0,1145.0,increase,RPM,0.98181,0.06927,0.12567,True,2,0.18944,0.66079,50.0,92.94,5.6,"WHAT-IF ACTION: INCREASE Fan Speed from 0.00 RPM to 1145.00 RPM (+1145.00 RPM). Result: Anomaly reconstruction score drops from 0.9818 to 0.0693 (threshold: 0.1257), restoring the machine to verified normal operation."
471,A1_Fan_Failure,fan_speed,fan_speed,True,0.0,1145.0,1145.0,increase,RPM,1.0211,0.09332,0.12567,True,2,0.19725,0.67685,50.0,90.86,7.27,"WHAT-IF ACTION: INCREASE Fan Speed from 0.00 RPM to 1145.00 RPM (+1145.00 RPM). Result: Anomaly reconstruction score drops from 1.0211 to 0.0933 (threshold: 0.1257), restoring the machine to verified normal operation."
472,A1_Fan_Failure,fan_speed,fan_speed,True,0.0,1145.0,1145.0,increase,RPM,1.00457,0.07367,0.12567,True,2,0.20483,0.69248,50.0,92.67,5.66,"WHAT-IF ACTION: INCREASE Fan Speed from 0.00 RPM to 1145.00 RPM (+1145.00 RPM). Result: Anomaly reconstruction score drops from 1.0046 to 0.0737 (threshold: 0.1257), restoring the machine to verified normal operation."
473,A1_Fan_Failure,fan_speed,fan_speed,True,0.0,1145.0,1145.0,increase,RPM,1.01449,0.07556,0.12567,True,2,0.21265,0.70781,50.0,92.55,5.65,"WHAT-IF ACTION: INCREASE Fan Speed from 0.00 RPM to 1145.00 RPM (+1145.00 RPM). Result: Anomaly reconstruction score drops from 1.0145 to 0.0756 (threshold: 0.1257), restoring the machine to verified normal operation."
474,A1_Fan_Failure,fan_speed,fan_speed,True,0.0,1145.0,1145.0,increase,RPM,1.00954,0.06898,0.12567,True,2,0.22033,0.72279,50.0,93.17,5.72,"WHAT-IF ACTION: INCREASE Fan Speed from 0.00 RPM to 1145.00 RPM (+1145.00 RPM). Result: Anomaly reconstruction score drops from 1.0095 to 0.0690 (threshold: 0.1257), restoring the machine to verified normal operation."
475,A1_Fan_Failure,fan_speed,fan_speed,True,0.0,1145.0,1145.0,increase,RPM,1.04556,0.08896,0.12567,True,2,0.22814,0.7375,50.0,91.49,5.76,"WHAT-IF ACTION: INCREASE Fan Speed from 0.00 RPM to 1145.00 RPM (+1145.00 RPM). Result: Anomaly reconstruction score drops from 1.0456 to 0.0890 (threshold: 0.1257), restoring the machine to verified normal operation."
476,A1_Fan_Failure,fan_speed,fan_speed,True,0.0,1145.0,1145.0,increase,RPM,1.0501,0.08433,0.12567,True,2,0.23587,0.7519,50.0,91.97,5.81,"WHAT-IF ACTION: INCREASE Fan Speed from 0.00 RPM to 1145.00 RPM (+1145.00 RPM). Result: Anomaly reconstruction score drops from 1.0501 to 0.0843 (threshold: 0.1257), restoring the machine to verified normal operation."
477,A1_Fan_Failure,fan_speed,fan_speed,True,0.0,1145.0,1145.0,increase,RPM,1.03565,0.08082,0.12567,True,2,0.24371,0.76604,50.0,92.2,5.7,"WHAT-IF ACTION: INCREASE Fan Speed from 0.00 RPM to 1145.00 RPM (+1145.00 RPM). Result: Anomaly reconstruction score drops from 1.0356 to 0.0808 (threshold: 0.1257), restoring the machine to verified normal operation."
478,A1_Fan_Failure,fan_speed,fan_speed,True,0.0,1145.0,1145.0,increase,RPM,1.03293,0.08872,0.12567,True,2,0.25153,0.77993,50.0,91.41,5.61,"WHAT-IF ACTION: INCREASE Fan Speed from 0.00 RPM to 1145.00 RPM (+1145.00 RPM). Result: Anomaly reconstruction score drops from 1.0329 to 0.0887 (threshold: 0.1257), restoring the machine to verified normal operation."
479,A1_Fan_Failure,fan_speed,fan_speed,True,0.0,1145.0,1145.0,increase,RPM,1.03853,0.10412,0.12567,True,2,0.25917,0.79355,50.0,89.97,5.59,"WHAT-IF ACTION: INCREASE Fan Speed from 0.00 RPM to 1145.00 RPM (+1145.00 RPM). Result: Anomaly reconstruction score drops from 1.0385 to 0.1041 (threshold: 0.1257), restoring the machine to verified normal operation."
480,A1_Fan_Failure,fan_speed,fan_speed,True,0.0,1145.0,1145.0,increase,RPM,1.02847,0.09081,0.12567,True,2,0.26686,0.80696,50.0,91.17,5.62,"WHAT-IF ACTION: INCREASE Fan Speed from 0.00 RPM to 1145.00 RPM (+1145.00 RPM). Result: Anomaly reconstruction score drops from 1.0285 to 0.0908 (threshold: 0.1257), restoring the machine to verified normal operation."
481,A1_Fan_Failure,fan_speed,fan_speed,True,0.0,1145.0,1145.0,increase,RPM,1.04958,0.10255,0.12567,True,2,0.27412,0.82004,50.0,90.23,5.74,"WHAT-IF ACTION: INCREASE Fan Speed from 0.00 RPM to 1145.00 RPM (+1145.00 RPM). Result: Anomaly reconstruction score drops from 1.0496 to 0.1025 (threshold: 0.1257), restoring the machine to verified normal operation."
482,A1_Fan_Failure,fan_speed,fan_speed,True,0.0,1145.0,1145.0,increase,RPM,1.06793,0.11051,0.12567,True,2,0.28166,0.83299,50.0,89.65,5.62,"WHAT-IF ACTION: INCREASE Fan Speed from 0.00 RPM to 1145.00 RPM (+1145.00 RPM). Result: Anomaly reconstruction score drops from 1.0679 to 0.1105 (threshold: 0.1257), restoring the machine to verified normal operation."
483,A1_Fan_Failure,fan_speed,fan_speed,True,0.0,1145.0,1145.0,increase,RPM,1.06932,0.10188,0.12567,True,2,0.28923,0.84575,50.0,90.47,5.63,"WHAT-IF ACTION: INCREASE Fan Speed from 0.00 RPM to 1145.00 RPM (+1145.00 RPM). Result: Anomaly reconstruction score drops from 1.0693 to 0.1019 (threshold: 0.1257), restoring the machine to verified normal operation."
484,A1_Fan_Failure,fan_speed,fan_speed,True,0.0,1145.0,1145.0,increase,RPM,1.08114,0.10613,0.12567,True,2,0.29656,0.85825,50.0,90.18,5.74,"WHAT-IF ACTION: INCREASE Fan Speed from 0.00 RPM to 1145.00 RPM (+1145.00 RPM). Result: Anomaly reconstruction score drops from 1.0811 to 0.1061 (threshold: 0.1257), restoring the machine to verified normal operation."
485,A1_Fan_Failure,fan_speed,fan_speed,True,0.0,1145.0,1145.0,increase,RPM,1.05485,0.07008,0.12567,True,2,0.30381,0.87054,50.0,93.36,6.4,"WHAT-IF ACTION: INCREASE Fan Speed from 0.00 RPM to 1145.00 RPM (+1145.00 RPM). Result: Anomaly reconstruction score drops from 1.0548 to 0.0701 (threshold: 0.1257), restoring the machine to verified normal operation."
781,A2_Lubrication_Leak,lubrication_flow,lubrication_flow,True,0.05,3.5,3.45,increase,L/min,1.96747,0.02162,0.12567,True,4,0.10681,0.30936,50.0,98.9,5.8,"WHAT-IF ACTION: INCREASE Lubrication Flow from 0.05 L/min to 3.50 L/min (+3.45 L/min). Result: Anomaly reconstruction score drops from 1.9675 to 0.0216 (threshold: 0.1257), restoring the machine to verified normal operation."
782,A2_Lubrication_Leak,lubrication_flow,lubrication_flow,True,0.05,3.5,3.45,increase,L/min,2.0042,0.02156,0.12567,True,4,0.12518,0.40952,50.0,98.92,5.66,"WHAT-IF ACTION: INCREASE Lubrication Flow from 0.05 L/min to 3.50 L/min (+3.45 L/min). Result: Anomaly reconstruction score drops from 2.0042 to 0.0216 (threshold: 0.1257), restoring the machine to verified normal operation."
783,A2_Lubrication_Leak,lubrication_flow,lubrication_flow,True,0.05,3.5,3.45,increase,L/min,2.03517,0.02508,0.12567,True,4,0.14313,0.48936,50.0,98.77,5.62,"WHAT-IF ACTION: INCREASE Lubrication Flow from 0.05 L/min to 3.50 L/min (+3.45 L/min). Result: Anomaly reconstruction score drops from 2.0352 to 0.0251 (threshold: 0.1257), restoring the machine to verified normal operation."
784,A2_Lubrication_Leak,lubrication_flow,lubrication_flow,True,0.05,3.5,3.45,increase,L/min,2.08098,0.0213,0.12567,True,4,0.16156,0.55858,50.0,98.98,5.62,"WHAT-IF ACTION: INCREASE Lubrication Flow from 0.05 L/min to 3.50 L/min (+3.45 L/min). Result: Anomaly reconstruction score drops from 2.0810 to 0.0213 (threshold: 0.1257), restoring the machine to verified normal operation."
785,A2_Lubrication_Leak,lubrication_flow,lubrication_flow,True,0.05,3.5,3.45,increase,L/min,2.10918,0.02412,0.12567,True,4,0.17932,0.61973,50.0,98.86,5.63,"WHAT-IF ACTION: INCREASE Lubrication Flow from 0.05 L/min to 3.50 L/min (+3.45 L/min). Result: Anomaly reconstruction score drops from 2.1092 to 0.0241 (threshold: 0.1257), restoring the machine to verified normal operation."
786,A2_Lubrication_Leak,lubrication_flow,lubrication_flow,True,0.05,3.5,3.45,increase,L/min,2.12754,0.02189,0.12567,True,4,0.19758,0.67519,50.0,98.97,5.82,"WHAT-IF ACTION: INCREASE Lubrication Flow from 0.05 L/min to 3.50 L/min (+3.45 L/min). Result: Anomaly reconstruction score drops from 2.1275 to 0.0219 (threshold: 0.1257), restoring the machine to verified normal operation."
787,A2_Lubrication_Leak,lubrication_flow,lubrication_flow,True,0.05,3.5,3.45,increase,L/min,2.16477,0.02118,0.12567,True,4,0.21585,0.72656,50.0,99.02,5.84,"WHAT-IF ACTION: INCREASE Lubrication Flow from 0.05 L/min to 3.50 L/min (+3.45 L/min). Result: Anomaly reconstruction score drops from 2.1648 to 0.0212 (threshold: 0.1257), restoring the machine to verified normal operation."
788,A2_Lubrication_Leak,lubrication_flow,lubrication_flow,True,0.05,3.5,3.45,increase,L/min,2.21095,0.02287,0.12567,True,4,0.23378,0.77467,50.0,98.97,7.07,"WHAT-IF ACTION: INCREASE Lubrication Flow from 0.05 L/min to 3.50 L/min (+3.45 L/min). Result: Anomaly reconstruction score drops from 2.2110 to 0.0229 (threshold: 0.1257), restoring the machine to verified normal operation."
789,A2_Lubrication_Leak,lubrication_flow,lubrication_flow,True,0.05,3.5,3.45,increase,L/min,2.228,0.02287,0.12567,True,4,0.25205,0.81976,50.0,98.97,5.86,"WHAT-IF ACTION: INCREASE Lubrication Flow from 0.05 L/min to 3.50 L/min (+3.45 L/min). Result: Anomaly reconstruction score drops from 2.2280 to 0.0229 (threshold: 0.1257), restoring the machine to verified normal operation."
790,A2_Lubrication_Leak,lubrication_flow,lubrication_flow,True,0.05,3.5,3.45,increase,L/min,2.26038,0.02162,0.12567,True,4,0.27086,0.8626,50.0,99.04,5.64,"WHAT-IF ACTION: INCREASE Lubrication Flow from 0.05 L/min to 3.50 L/min (+3.45 L/min). Result: Anomaly reconstruction score drops from 2.2604 to 0.0216 (threshold: 0.1257), restoring the machine to verified normal operation."
791,A2_Lubrication_Leak,lubrication_flow,lubrication_flow,True,0.05,3.5,3.45,increase,L/min,2.29529,0.02469,0.12567,True,4,0.28872,0.90327,50.0,98.92,5.84,"WHAT-IF ACTION: INCREASE Lubrication Flow from 0.05 L/min to 3.50 L/min (+3.45 L/min). Result: Anomaly reconstruction score drops from 2.2953 to 0.0247 (threshold: 0.1257), restoring the machine to verified normal operation."
792,A2_Lubrication_Leak,lubrication_flow,lubrication_flow,True,0.05,3.5,3.45,increase,L/min,2.33454,0.02123,0.12567,True,4,0.30687,0.94237,50.0,99.09,5.61,"WHAT-IF ACTION: INCREASE Lubrication Flow from 0.05 L/min to 3.50 L/min (+3.45 L/min). Result: Anomaly reconstruction score drops from 2.3345 to 0.0212 (threshold: 0.1257), restoring the machine to verified normal operation."
793,A2_Lubrication_Leak,lubrication_flow,lubrication_flow,True,0.05,3.5,3.45,increase,L/min,2.36025,0.02219,0.12567,True,4,0.32506,0.97982,50.0,99.06,5.64,"WHAT-IF ACTION: INCREASE Lubrication Flow from 0.05 L/min to 3.50 L/min (+3.45 L/min). Result: Anomaly reconstruction score drops from 2.3602 to 0.0222 (threshold: 0.1257), restoring the machine to verified normal operation."
794,A2_Lubrication_Leak,lubrication_flow,lubrication_flow,True,0.05,3.5,3.45,increase,L/min,2.40262,0.02133,0.12567,True,4,0.34313,1.01604,50.0,99.11,5.63,"WHAT-IF ACTION: INCREASE Lubrication Flow from 0.05 L/min to 3.50 L/min (+3.45 L/min). Result: Anomaly reconstruction score drops from 2.4026 to 0.0213 (threshold: 0.1257), restoring the machine to verified normal operation."
795,A2_Lubrication_Leak,lubrication_flow,lubrication_flow,True,0.05,3.5,3.45,increase,L/min,2.42892,0.02356,0.12567,True,4,0.36147,1.05097,50.0,99.03,5.55,"WHAT-IF ACTION: INCREASE Lubrication Flow from 0.05 L/min to 3.50 L/min (+3.45 L/min). Result: Anomaly reconstruction score drops from 2.4289 to 0.0236 (threshold: 0.1257), restoring the machine to verified normal operation."
796,A2_Lubrication_Leak,lubrication_flow,lubrication_flow,True,0.05,3.5,3.45,increase,L/min,2.48407,0.02499,0.12567,True,4,0.37982,1.0851,50.0,98.99,5.72,"WHAT-IF ACTION: INCREASE Lubrication Flow from 0.05 L/min to 3.50 L/min (+3.45 L/min). Result: Anomaly reconstruction score drops from 2.4841 to 0.0250 (threshold: 0.1257), restoring the machine to verified normal operation."
797,A2_Lubrication_Leak,lubrication_flow,lubrication_flow,True,0.05,3.5,3.45,increase,L/min,2.49074,0.02153,0.12567,True,4,0.39773,1.11773,50.0,99.14,5.63,"WHAT-IF ACTION: INCREASE Lubrication Flow from 0.05 L/min to 3.50 L/min (+3.45 L/min). Result: Anomaly reconstruction score drops from 2.4907 to 0.0215 (threshold: 0.1257), restoring the machine to verified normal operation."
798,A2_Lubrication_Leak,lubrication_flow,lubrication_flow,True,0.05,3.5,3.45,increase,L/min,2.53516,0.02164,0.12567,True,4,0.41573,1.1496,50.0,99.15,5.63,"WHAT-IF ACTION: INCREASE Lubrication Flow from 0.05 L/min to 3.50 L/min (+3.45 L/min). Result: Anomaly reconstruction score drops from 2.5352 to 0.0216 (threshold: 0.1257), restoring the machine to verified normal operation."
799,A2_Lubrication_Leak,lubrication_flow,lubrication_flow,True,0.05,3.5,3.45,increase,L/min,2.56473,0.02286,0.12567,True,4,0.43376,1.18061,50.0,99.11,5.66,"WHAT-IF ACTION: INCREASE Lubrication Flow from 0.05 L/min to 3.50 L/min (+3.45 L/min). Result: Anomaly reconstruction score drops from 2.5647 to 0.0229 (threshold: 0.1257), restoring the machine to verified normal operation."
800,A2_Lubrication_Leak,lubrication_flow,lubrication_flow,True,0.05,3.5,3.45,increase,L/min,2.59272,0.02245,0.12567,True,4,0.45221,1.21079,50.0,99.13,5.72,"WHAT-IF ACTION: INCREASE Lubrication Flow from 0.05 L/min to 3.50 L/min (+3.45 L/min). Result: Anomaly reconstruction score drops from 2.5927 to 0.0225 (threshold: 0.1257), restoring the machine to verified normal operation."
801,A2_Lubrication_Leak,lubrication_flow,lubrication_flow,True,0.05,3.5,3.45,increase,L/min,2.62179,0.0234,0.12567,True,4,0.47034,1.24014,50.0,99.11,5.78,"WHAT-IF ACTION: INCREASE Lubrication Flow from 0.05 L/min to 3.50 L/min (+3.45 L/min). Result: Anomaly reconstruction score drops from 2.6218 to 0.0234 (threshold: 0.1257), restoring the machine to verified normal operation."
802,A2_Lubrication_Leak,lubrication_flow,lubrication_flow,True,0.05,3.5,3.45,increase,L/min,2.65716,0.02449,0.12567,True,4,0.48797,1.26875,50.0,99.08,5.65,"WHAT-IF ACTION: INCREASE Lubrication Flow from 0.05 L/min to 3.50 L/min (+3.45 L/min). Result: Anomaly reconstruction score drops from 2.6572 to 0.0245 (threshold: 0.1257), restoring the machine to verified normal operation."
803,A2_Lubrication_Leak,lubrication_flow,lubrication_flow,True,0.05,3.5,3.45,increase,L/min,2.70728,0.02311,0.12567,True,4,0.50577,1.29694,50.0,99.15,5.66,"WHAT-IF ACTION: INCREASE Lubrication Flow from 0.05 L/min to 3.50 L/min (+3.45 L/min). Result: Anomaly reconstruction score drops from 2.7073 to 0.0231 (threshold: 0.1257), restoring the machine to verified normal operation."
804,A2_Lubrication_Leak,lubrication_flow,lubrication_flow,True,0.05,3.5,3.45,increase,L/min,2.73117,0.02511,0.12567,True,4,0.5243,1.32457,50.0,99.08,6.15,"WHAT-IF ACTION: INCREASE Lubrication Flow from 0.05 L/min to 3.50 L/min (+3.45 L/min). Result: Anomaly reconstruction score drops from 2.7312 to 0.0251 (threshold: 0.1257), restoring the machine to verified normal operation."
805,A2_Lubrication_Leak,lubrication_flow,lubrication_flow,True,0.05,3.5,3.45,increase,L/min,2.76865,0.0258,0.12567,True,4,0.5424,1.3516,50.0,99.07,5.67,"WHAT-IF ACTION: INCREASE Lubrication Flow from 0.05 L/min to 3.50 L/min (+3.45 L/min). Result: Anomaly reconstruction score drops from 2.7687 to 0.0258 (threshold: 0.1257), restoring the machine to verified normal operation."
806,A2_Lubrication_Leak,lubrication_flow,lubrication_flow,True,0.05,3.5,3.45,increase,L/min,2.78619,0.02218,0.12567,True,4,0.56018,1.37785,50.0,99.2,5.69,"WHAT-IF ACTION: INCREASE Lubrication Flow from 0.05 L/min to 3.50 L/min (+3.45 L/min). Result: Anomaly reconstruction score drops from 2.7862 to 0.0222 (threshold: 0.1257), restoring the machine to verified normal operation."
807,A2_Lubrication_Leak,lubrication_flow,lubrication_flow,True,0.05,3.5,3.45,increase,L/min,2.82885,0.02315,0.12567,True,4,0.57836,1.40383,50.0,99.18,5.72,"WHAT-IF ACTION: INCREASE Lubrication Flow from 0.05 L/min to 3.50 L/min (+3.45 L/min). Result: Anomaly reconstruction score drops from 2.8288 to 0.0231 (threshold: 0.1257), restoring the machine to verified normal operation."
808,A2_Lubrication_Leak,lubrication_flow,lubrication_flow,True,0.05,3.5,3.45,increase,L/min,2.86867,0.02268,0.12567,True,4,0.59636,1.42936,50.0,99.21,5.58,"WHAT-IF ACTION: INCREASE Lubrication Flow from 0.05 L/min to 3.50 L/min (+3.45 L/min). Result: Anomaly reconstruction score drops from 2.8687 to 0.0227 (threshold: 0.1257), restoring the machine to verified normal operation."
809,A2_Lubrication_Leak,lubrication_flow,lubrication_flow,True,0.05,3.5,3.45,increase,L/min,2.89186,0.02223,0.12567,True,4,0.61417,1.45428,50.0,99.23,5.64,"WHAT-IF ACTION: INCREASE Lubrication Flow from 0.05 L/min to 3.50 L/min (+3.45 L/min). Result: Anomaly reconstruction score drops from 2.8919 to 0.0222 (threshold: 0.1257), restoring the machine to verified normal operation."
810,A2_Lubrication_Leak,lubrication_flow,lubrication_flow,True,0.05,3.5,3.45,increase,L/min,2.9333,0.02409,0.12567,True,4,0.63271,1.47901,50.0,99.18,5.64,"WHAT-IF ACTION: INCREASE Lubrication Flow from 0.05 L/min to 3.50 L/min (+3.45 L/min). Result: Anomaly reconstruction score drops from 2.9333 to 0.0241 (threshold: 0.1257), restoring the machine to verified normal operation."
811,A2_Lubrication_Leak,lubrication_flow,lubrication_flow,True,0.05,3.5,3.45,increase,L/min,2.95551,0.02399,0.12567,True,4,0.65055,1.50313,50.0,99.19,5.94,"WHAT-IF ACTION: INCREASE Lubrication Flow from 0.05 L/min to 3.50 L/min (+3.45 L/min). Result: Anomaly reconstruction score drops from 2.9555 to 0.0240 (threshold: 0.1257), restoring the machine to verified normal operation."
812,A2_Lubrication_Leak,lubrication_flow,lubrication_flow,True,0.05,3.5,3.45,increase,L/min,2.98104,0.02324,0.12567,True,4,0.66813,1.52673,50.0,99.22,5.75,"WHAT-IF ACTION: INCREASE Lubrication Flow from 0.05 L/min to 3.50 L/min (+3.45 L/min). Result: Anomaly reconstruction score drops from 2.9810 to 0.0232 (threshold: 0.1257), restoring the machine to verified normal operation."
813,A2_Lubrication_Leak,lubrication_flow,lubrication_flow,True,0.05,3.5,3.45,increase,L/min,3.00864,0.02275,0.12567,True,4,0.68522,1.54979,50.0,99.24,5.59,"WHAT-IF ACTION: INCREASE Lubrication Flow from 0.05 L/min to 3.50 L/min (+3.45 L/min). Result: Anomaly reconstruction score drops from 3.0086 to 0.0228 (threshold: 0.1257), restoring the machine to verified normal operation."
