timestamp,ambient_temp,ambient_humidity,fan_speed,lubrication_flow,motor_temp,spindle_speed,vibration,acoustic_emission,power_draw,tool_wear,anomaly,anomaly_type
2024-01-01 00:29:00,20.76,61.52,1046.7,3.48,47.95,1737.9,1.6,61.74,5.88,6.67,0,Normal
2024-01-01 00:30:00,20.03,63.33,1014.5,3.41,47.49,1707.8,1.34,59.62,5.57,5.4,0,Normal
2024-01-01 00:31:00,21.07,62.12,1026.7,3.95,50.1,1846.4,1.39,61.06,6.2,6.04,0,Normal
2024-01-01 00:32:00,20.93,59.93,1071.1,3.64,47.98,1700.8,1.27,59.72,5.94,6.37,0,Normal
2024-01-01 00:33:00,20.22,63.09,966.8,3.55,48.34,1714.2,1.44,59.37,5.91,6.43,0,Normal
2024-01-01 00:34:00,21.26,58.91,1076.2,3.77,48.32,1811.7,1.39,60.86,6.07,6.18,0,Normal
2024-01-01 00:35:00,21.42,60.49,1034.8,3.56,47.77,1604.4,1.12,57.9,5.19,6.49,0,Normal
2024-01-01 00:36:00,21.18,59.89,1041.7,3.4,49.19,1709.8,1.32,60.37,5.91,6.26,0,Normal
2024-01-01 00:37:00,20.91,60.73,1025.0,3.52,47.66,1586.3,1.12,57.39,5.24,6.01,0,Normal
2024-01-01 00:38:00,21.37,59.87,1086.0,3.71,45.8,1670.0,1.44,61.23,5.41,6.51,0,Normal
2024-01-01 00:39:00,21.42,56.74,1017.6,3.1,49.33,1775.0,1.59,61.22,6.31,6.44,0,Normal
2024-01-01 00:40:00,21.24,57.79,1045.0,3.44,49.22,1832.8,1.38,59.43,6.2,6.43,0,Normal
2024-01-01 00:41:00,20.68,60.64,1046.7,3.78,47.64,1700.2,1.15,58.21,6.23,5.9,0,Normal
2024-01-01 00:42:00,21.23,56.95,1004.3,3.4,49.29,1739.5,1.48,60.56,5.9,7.65,0,Normal
2024-01-01 00:43:00,21.69,59.9,1030.9,3.81,49.1,1768.2,1.39,60.23,5.77,6.27,0,Normal
2024-01-01 00:44:00,20.8,61.56,1032.4,3.78,47.59,1680.2,1.29,60.38,5.71,6.62,0,Normal
2024-01-01 00:45:00,22.15,58.31,1040.9,3.49,48.84,1700.7,1.3,59.7,5.47,7.16,0,Normal
2024-01-01 00:46:00,20.85,58.49,1016.6,3.39,48.0,1789.0,1.43,58.8,5.71,6.05,0,Normal
2024-01-01 00:47:00,21.13,61.73,1033.9,3.44,50.93,1837.4,1.51,60.27,5.99,7.01,0,Normal
2024-01-01 00:48:00,20.78,63.34,1051.9,4.03,48.97,1801.2,1.17,60.87,5.6,6.51,0,Normal
2024-01-01 00:49:00,21.24,59.69,1036.2,3.87,47.61,1614.6,1.05,58.2,5.02,6.96,0,Normal
2024-01-01 00:50:00,20.26,62.0,1052.1,3.53,48.66,1736.0,1.38,60.81,5.54,6.32,0,Normal
2024-01-01 00:51:00,20.86,60.45,1012.3,3.38,48.83,1681.6,1.38,59.92,5.74,6.35,0,Normal
2024-01-01 00:52:00,20.59,61.42,1000.6,3.52,49.24,1697.6,1.39,59.56,5.18,6.68,0,Normal
2024-01-01 00:53:00,21.21,59.34,1092.4,3.55,48.26,1776.6,1.43,60.01,6.17,6.67,0,Normal
2024-01-01 00:54:00,21.65,58.68,1036.5,3.25,50.04,1752.3,1.63,61.83,6.15,6.89,0,Normal
2024-01-01 00:55:00,21.48,60.39,1016.8,3.52,50.6,1771.1,1.35,59.84,5.96,7.69,0,Normal
2024-01-01 00:56:00,20.0,65.22,976.4,3.76,49.3,1668.4,1.32,61.19,5.94,6.79,0,Normal
2024-01-01 00:57:00,22.19,55.66,1090.7,3.14,49.09,1743.2,1.56,60.79,6.27,6.75,0,Normal
2024-01-01 00:58:00,21.32,59.16,1037.9,3.67,49.51,1763.3,1.31,59.1,5.77,6.76,0,Normal
2024-01-01 00:59:00,20.79,58.5,1029.5,3.77,49.8,1807.7,1.36,60.74,6.26,7.22,0,Normal
2024-01-01 01:00:00,21.27,61.81,1041.3,3.39,48.74,1671.0,1.32,60.43,6.19,7.01,0,Normal
2024-01-01 01:01:00,21.28,58.51,1071.0,3.84,48.6,1727.4,1.46,60.62,5.68,6.88,0,Normal
2024-01-01 01:02:00,20.87,57.98,1032.8,3.36,48.42,1706.5,1.38,59.66,6.06,6.35,0,Normal
2024-01-01 01:03:00,21.31,60.31,1104.7,3.59,46.32,1659.3,1.25,57.78,5.13,6.84,0,Normal
2024-01-01 01:04:00,20.91,62.68,1041.5,3.44,49.98,1745.7,1.39,61.18,6.39,7.16,0,Normal
2024-01-01 01:05:00,21.02,60.86,1066.9,3.44,49.45,1793.8,1.38,60.82,5.87,7.03,0,Normal
2024-01-01 01:06:00,20.88,60.42,1057.8,3.38,48.46,1755.4,1.26,59.11,5.59,7.61,0,Normal
2024-01-01 01:07:00,20.52,61.38,1029.4,3.64,50.14,1804.4,1.51,61.07,6.64,7.72,0,Normal
2024-01-01 01:08:00,21.31,61.46,1031.6,3.67,49.74,1763.4,1.43,60.37,6.32,7.42,0,Normal
2024-01-01 01:09:00,21.54,57.62,1059.1,3.49,48.58,1672.1,1.28,60.69,5.47,6.97,0,Normal
2024-01-01 01:10:00,21.51,58.81,1063.0,3.23,48.58,1783.6,1.37,59.35,6.04,8.09,0,Normal
2024-01-01 01:11:00,21.67,58.01,1039.1,3.58,51.35,1840.2,1.49,60.64,6.22,7.21,0,Normal
2024-01-01 01:12:00,21.43,57.37,1052.8,3.58,49.03,1730.9,1.28,59.11,5.35,7.1,0,Normal
2024-01-01 01:13:00,21.01,59.39,1071.1,3.46,49.41,1822.9,1.42,60.64,6.24,7.47,0,Normal
2024-01-01 01:14:00,21.7,60.29,1105.8,3.87,46.25,1592.3,0.97,57.47,4.9,6.84,0,Normal
2024-01-01 01:15:00,20.61,61.45,1053.6,3.19,50.29,1791.4,1.55,61.47,6.05,8.08,0,Normal
2024-01-01 01:16:00,20.85,61.14,1083.6,3.06,46.97,1767.5,1.49,59.95,6.37,7.18,0,Normal
2024-01-01 01:17:00,20.83,60.43,1020.8,3.35,48.08,1676.7,1.45,61.51,5.56,7.31,0,Normal
2024-01-01 01:18:00,21.86,59.15,1074.7,3.64,50.22,1807.3,1.38,60.02,6.22,7.88,0,Normal
2024-01-01 01:19:00,21.79,57.27,1089.4,3.29,46.69,1641.6,1.27,60.06,5.79,7.02,0,Normal
2024-01-01 01:20:00,21.58,58.4,1029.1,3.3,49.15,1657.3,1.22,61.47,5.54,7.22,0,Normal
2024-01-01 01:21:00,21.88,58.61,1045.4,3.69,49.37,1737.6,1.43,59.88,5.8,7.87,0,Normal
2024-01-01 01:22:00,20.91,60.48,1081.6,3.59,49.7,1863.1,1.52,61.3,6.49,7.76,0,Normal
2024-01-01 01:23:00,21.53,59.42,1026.2,3.58,50.36,1656.5,1.33,59.97,5.96,7.71,0,Normal
2024-01-01 01:24:00,21.3,59.15,1012.5,3.66,48.24,1677.2,1.13,60.02,5.75,7.6,0,Normal
2024-01-01 01:25:00,21.8,57.9,1094.1,3.41,47.59,1718.8,1.21,58.82,6.18,7.58,0,Normal
2024-01-01 01:26:00,21.33,64.05,1076.4,3.42,48.69,1799.4,1.36,60.17,5.88,8.55,0,Normal
2024-01-01 01:27:00,21.2,60.9,1054.8,3.66,49.16,1782.5,1.44,60.71,6.17,8.36,0,Normal
2024-01-01 01:28:00,21.67,59.31,1052.3,3.23,49.1,1677.6,1.44,60.47,5.52,7.91,0,Normal
2024-01-01 01:29:00,21.85,58.02,1046.0,3.07,50.52,1698.4,1.38,60.86,6.17,7.83,0,Normal
2024-01-01 01:30:00,21.08,59.07,1048.7,3.41,49.01,1781.4,1.45,60.66,6.17,8.88,0,Normal
2024-01-01 01:31:00,21.4,58.99,1087.4,3.69,50.29,1843.9,1.33,60.35,6.13,7.9,0,Normal
2024-01-01 01:32:00,20.91,60.5,1044.1,3.55,47.46,1777.1,1.27,59.5,5.61,7.82,0,Normal
2024-01-01 01:33:00,20.2,58.52,1078.1,3.67,46.42,1639.2,1.27,58.82,5.34,7.65,0,Normal
2024-01-01 01:34:00,21.56,56.54,1028.7,3.1,49.76,1738.0,1.59,61.31,6.3,8.6,0,Normal
2024-01-01 01:35:00,21.77,57.56,1054.9,3.56,47.64,1565.7,1.31,59.97,5.14,8.66,0,Normal
2024-01-01 01:36:00,21.61,59.12,1042.8,3.63,48.41,1822.8,1.36,60.33,5.95,8.41,0,Normal
2024-01-01 01:37:00,20.51,60.42,1003.1,3.23,48.99,1775.9,1.56,62.07,6.22,8.46,0,Normal
2024-01-01 01:38:00,21.32,61.54,1042.6,3.67,48.92,1707.1,1.23,60.61,5.25,8.09,0,Normal
2024-01-01 01:39:00,20.4,58.76,1038.4,3.48,47.56,1750.4,1.31,59.2,5.47,7.68,0,Normal
2024-01-01 01:40:00,22.2,56.61,1077.1,4.11,46.88,1618.7,1.04,58.03,4.98,7.48,0,Normal
2024-01-01 01:41:00,20.98,62.21,1093.9,3.06,46.99,1720.2,1.44,60.13,6.3,9.1,0,Normal
2024-01-01 01:42:00,22.16,58.0,1074.9,3.77,47.81,1722.5,1.11,57.7,5.29,8.21,0,Normal
2024-01-01 01:43:00,22.02,59.39,1089.1,3.42,48.03,1743.3,1.34,60.19,5.82,8.82,0,Normal
2024-01-01 01:44:00,21.11,62.79,1043.8,3.18,47.27,1791.9,1.59,61.73,5.85,9.3,0,Normal
2024-01-01 01:45:00,21.0,58.86,1082.0,3.39,48.15,1748.2,1.26,58.64,5.54,8.09,0,Normal
2024-01-01 01:46:00,21.75,58.4,1115.0,3.56,49.61,1912.8,1.34,59.72,5.86,9.64,0,Normal
2024-01-01 01:47:00,21.17,59.19,1056.6,3.71,48.47,1765.0,1.18,58.6,5.94,7.59,0,Normal
2024-01-01 01:48:00,21.65,55.8,1028.2,3.84,50.18,1709.1,1.55,60.26,5.76,9.02,0,Normal
2024-01-01 01:49:00,21.37,58.77,1033.7,3.78,48.09,1710.3,1.29,59.49,5.99,7.62,0,Normal
2024-01-01 01:50:00,20.73,61.71,1041.7,3.31,46.23,1683.6,1.28,58.44,5.67,7.59,0,Normal
2024-01-01 01:51:00,20.52,61.58,1041.8,3.73,47.96,1750.6,1.28,59.58,5.77,8.94,0,Normal
2024-01-01 01:52:00,21.76,59.47,1072.6,3.58,48.97,1779.3,1.39,60.38,6.31,8.55,0,Normal
2024-01-01 01:53:00,21.37,58.66,1059.0,3.37,50.77,1909.9,1.49,61.31,7.47,9.95,0,Normal
2024-01-01 01:54:00,21.39,58.21,1048.0,3.46,49.82,1707.3,1.33,60.27,6.03,7.79,0,Normal
2024-01-01 01:55:00,22.03,59.96,1044.6,3.36,49.03,1762.7,1.4,61.38,5.69,8.93,0,Normal
2024-01-01 01:56:00,22.28,56.86,1075.6,3.51,47.95,1728.2,1.25,58.72,6.15,8.14,0,Normal
2024-01-01 01:57:00,21.56,59.32,1097.7,3.35,47.89,1603.6,1.25,58.76,5.51,8.24,0,Normal
2024-01-01 01:58:00,21.54,59.17,1076.4,3.29,48.4,1787.2,1.47,61.09,6.74,9.92,0,Normal
2024-01-01 01:59:00,21.97,60.34,1072.9,3.6,49.72,1818.9,1.3,59.72,5.92,9.76,0,Normal
2024-01-01 02:00:00,21.06,61.25,1066.9,3.63,48.19,1783.6,1.59,62.07,6.59,9.76,0,Normal
2024-01-01 02:01:00,21.86,56.41,1047.9,3.46,47.02,1675.4,1.35,60.15,5.65,8.18,0,Normal
2024-01-01 02:02:00,22.04,56.25,1048.0,3.77,50.2,1849.2,1.26,60.97,6.92,8.68,0,Normal
2024-01-01 02:03:00,22.11,58.76,1043.6,3.45,48.64,1650.0,1.07,58.23,5.31,8.31,0,Normal
2024-01-01 02:04:00,20.82,60.13,1033.2,3.44,48.36,1822.4,1.34,58.83,6.93,8.95,0,Normal
2024-01-01 02:05:00,21.42,58.47,1037.8,3.63,51.21,1859.3,1.53,61.54,6.64,10.15,0,Normal
2024-01-01 02:06:00,21.37,60.76,1077.6,3.47,47.69,1688.6,1.35,59.78,5.97,9.66,0,Normal
2024-01-01 02:07:00,21.87,58.61,1045.6,3.52,47.86,1725.7,1.3,59.96,6.27,8.64,0,Normal
2024-01-01 02:08:00,22.08,58.04,1041.5,3.0,49.3,1781.7,1.51,61.42,5.96,9.28,0,Normal
2024-01-01 02:09:00,22.6,58.2,1120.5,3.5,48.67,1654.3,1.21,58.76,5.86,8.31,0,Normal
2024-01-01 02:10:00,21.61,58.23,1041.0,3.13,48.04,1637.3,1.35,59.18,5.56,8.87,0,Normal
2024-01-01 02:11:00,21.63,61.13,1056.3,3.26,48.62,1805.0,1.37,59.94,6.08,9.51,0,Normal
2024-01-01 02:12:00,22.46,56.09,1080.5,3.23,48.18,1660.0,1.33,58.14,5.71,9.1,0,Normal
2024-01-01 02:13:00,22.05,59.0,1032.6,3.29,49.52,1791.0,1.61,61.6,6.51,10.43,0,Normal
2024-01-01 02:14:00,22.55,59.27,1101.8,3.39,48.36,1701.1,1.28,59.2,5.87,9.27,0,Normal
2024-01-01 02:15:00,22.07,55.91,1077.4,3.4,50.66,1815.7,1.55,61.94,6.23,10.15,0,Normal
2024-01-01 02:16:00,21.36,58.73,1086.2,3.63,47.31,1747.8,1.36,58.43,5.86,9.46,0,Normal
2024-01-01 02:17:00,21.29,61.1,1028.8,3.54,48.87,1734.3,1.23,59.31,5.07,9.27,0,Normal
2024-01-01 02:18:00,21.19,61.29,1046.3,3.12,48.71,1816.8,1.44,61.59,6.45,9.96,0,Normal
2024-01-01 02:19:00,22.31,57.28,1067.2,3.52,47.12,1593.2,1.32,60.06,5.97,8.86,0,Normal
2024-01-01 02:20:00,22.59,55.94,1078.4,3.56,48.97,1784.2,1.28,60.25,5.98,9.09,0,Normal
2024-01-01 02:21:00,22.93,57.85,1042.3,3.43,51.08,1851.8,1.51,61.38,5.97,10.41,0,Normal
2024-01-01 02:22:00,22.44,59.08,1071.6,3.49,48.25,1681.1,1.51,59.68,6.15,9.58,0,Normal
2024-01-01 02:23:00,22.62,55.24,1036.7,3.54,50.57,1742.4,1.5,61.15,5.96,10.29,0,Normal
2024-01-01 02:24:00,21.76,56.73,1064.2,3.65,49.0,1724.1,1.32,60.09,5.9,9.71,0,Normal
2024-01-01 02:25:00,21.49,59.36,996.5,3.19,51.21,1772.4,1.63,61.15,6.65,10.59,0,Normal
2024-01-01 02:26:00,22.5,58.14,1023.8,3.45,48.37,1633.3,1.29,59.47,5.75,9.74,0,Normal
2024-01-01 02:27:00,22.3,57.11,1086.5,3.8,48.11,1605.8,1.28,57.42,5.83,8.72,0,Normal
2024-01-01 02:28:00,22.16,58.83,1049.6,3.78,49.24,1822.7,1.14,58.55,5.91,10.33,0,Normal
2024-01-01 02:29:00,22.32,56.47,1041.6,3.67,50.53,1807.9,1.39,60.09,6.25,9.31,0,Normal
2024-01-01 02:30:00,22.3,54.39,1097.7,3.61,48.61,1751.2,1.12,59.58,5.88,10.04,0,Normal
2024-01-01 02:31:00,22.79,56.04,1084.1,3.83,48.14,1751.2,1.27,59.01,5.77,9.94,0,Normal
2024-01-01 02:32:00,22.81,56.73,1098.1,3.88,48.61,1627.5,1.16,58.65,5.25,9.05,0,Normal
2024-01-01 02:33:00,22.45,56.87,1064.9,3.47,49.86,1781.1,1.56,61.24,6.42,10.08,0,Normal
2024-01-01 02:34:00,22.62,55.25,1139.4,3.31,47.79,1819.0,1.51,60.33,5.82,10.42,0,Normal
2024-01-01 02:35:00,22.47,54.53,1054.2,3.45,48.54,1666.3,1.27,59.96,5.62,9.62,0,Normal
2024-01-01 02:36:00,22.0,57.34,1103.5,4.12,49.6,1870.2,1.26,58.16,5.71,10.51,0,Normal
2024-01-01 02:37:00,22.62,58.33,1070.8,3.19,48.43,1789.3,1.51,61.67,5.99,11.33,0,Normal
2024-01-01 02:38:00,21.56,60.78,1009.8,3.41,47.13,1714.6,1.26,59.25,5.48,9.84,0,Normal
2024-01-01 02:39:00,22.8,58.44,1088.0,3.22,50.32,1794.3,1.52,62.06,6.01,11.01,0,Normal
2024-01-01 02:40:00,21.69,57.44,1061.7,3.52,47.31,1676.7,1.4,58.14,6.05,10.3,0,Normal
2024-01-01 02:41:00,22.45,55.57,1042.6,3.26,51.41,1802.9,1.47,59.25,6.64,10.71,0,Normal
2024-01-01 02:42:00,21.9,59.03,1034.8,3.48,51.19,1773.5,1.41,60.4,6.6,10.64,0,Normal
2024-01-01 02:43:00,22.61,57.95,1071.6,3.11,49.37,1630.3,1.41,60.71,5.73,10.15,0,Normal
2024-01-01 02:44:00,22.33,58.1,1075.4,3.62,49.32,1781.1,1.68,61.54,6.25,11.72,0,Normal
2024-01-01 02:45:00,21.57,55.86,989.6,3.74,49.41,1805.2,1.41,60.78,6.38,10.43,0,Normal
2024-01-01 02:46:00,22.59,55.74,1098.1,3.42,48.68,1787.5,1.52,61.61,6.21,10.93,0,Normal
2024-01-01 02:47:00,22.11,57.86,1049.8,3.47,50.61,1858.0,1.57,61.91,6.54,11.73,0,Normal
2024-01-01 02:48:00,22.85,57.29,1043.8,3.47,48.25,1703.2,1.41,60.33,5.09,10.17,0,Normal
2024-01-01 02:49:00,22.43,58.48,1092.1,3.54,47.66,1680.9,1.32,59.74,5.9,10.33,0,Normal
2024-01-01 02:50:00,22.64,57.16,1072.3,3.49,48.26,1735.5,1.38,59.62,6.07,10.35,0,Normal
2024-01-01 02:51:00,21.98,58.63,1090.1,3.65,46.82,1676.0,1.07,58.07,5.32,9.85,0,Normal
2024-01-01 02:52:00,22.18,57.9,1074.6,3.75,48.08,1706.9,1.28,58.77,5.96,10.97,0,Normal
2024-01-01 02:53:00,22.26,58.65,1065.3,3.34,49.19,1765.4,1.42,59.89,6.24,10.8,0,Normal
2024-01-01 02:54:00,22.94,56.88,1075.0,3.44,49.79,1821.3,1.51,61.36,6.1,11.71,0,Normal
2024-01-01 02:55:00,23.37,55.74,1099.4,3.68,49.36,1782.0,1.34,59.66,5.95,11.04,0,Normal
2024-01-01 02:56:00,22.14,57.44,1052.5,3.22,49.37,1699.6,1.52,60.48,5.74,11.03,0,Normal
2024-01-01 02:57:00,23.1,56.24,1060.7,3.11,51.1,1827.1,1.7,62.6,7.06,12.23,0,Normal
2024-01-01 02:58:00,21.49,59.74,1065.1,3.55,48.24,1725.5,1.03,58.29,5.77,10.43,0,Normal
2024-01-01 02:59:00,22.0,58.51,1056.3,3.6,51.0,1959.9,1.48,60.85,6.4,12.1,0,Normal
2024-01-01 03:00:00,22.13,58.43,1063.5,3.36,48.7,1820.3,1.26,59.33,6.14,11.5,0,Normal
2024-01-01 03:01:00,21.95,60.2,1086.3,3.38,48.63,1641.7,1.35,60.24,5.78,10.59,0,Normal
2024-01-01 03:02:00,21.85,58.76,1054.2,3.35,48.37,1629.6,1.29,60.27,5.38,9.88,0,Normal
2024-01-01 03:03:00,22.87,55.56,1077.7,3.33,50.25,1763.4,1.6,61.75,6.37,11.84,0,Normal
2024-01-01 03:04:00,22.57,58.4,1056.5,3.64,49.18,1747.9,1.35,59.2,6.21,10.49,0,Normal
2024-01-01 03:05:00,22.89,54.46,1088.5,3.26,49.55,1747.3,1.41,60.24,6.32,11.27,0,Normal
2024-01-01 03:06:00,23.06,54.57,1089.9,3.45,49.83,1752.8,1.5,60.7,6.87,11.55,0,Normal
2024-01-01 03:07:00,22.86,57.05,1099.8,3.32,47.61,1714.0,1.33,58.97,5.77,11.77,0,Normal
2024-01-01 03:08:00,23.08,56.93,1067.1,3.21,48.18,1712.0,1.36,60.32,5.75,11.72,0,Normal
2024-01-01 03:09:00,22.73,54.92,1063.2,3.67,47.6,1649.4,1.26,59.68,5.7,10.57,0,Normal
2024-01-01 03:10:00,22.19,57.18,1083.6,3.4,47.93,1739.5,1.52,61.37,5.97,12.22,0,Normal
2024-01-01 03:11:00,23.33,54.8,1092.9,3.54,49.49,1848.5,1.52,60.32,6.17,12.05,0,Normal
2024-01-01 03:12:00,22.53,56.42,1047.8,3.2,49.95,1744.7,1.55,61.36,5.93,11.41,0,Normal
2024-01-01 03:13:00,22.37,58.85,1100.1,3.35,47.35,1608.7,1.56,60.98,4.73,11.7,0,Normal
2024-01-01 03:14:00,22.77,57.78,1032.9,3.65,51.03,1711.1,1.29,60.1,6.15,11.32,0,Normal
2024-01-01 03:15:00,22.42,57.32,1088.0,4.02,50.5,1703.4,1.18,59.26,5.27,10.5,0,Normal
2024-01-01 03:16:00,22.68,56.05,1042.0,3.1,48.26,1660.3,1.44,60.4,5.54,11.06,0,Normal
2024-01-01 03:17:00,23.08,54.13,1128.8,3.46,48.58,1737.6,1.51,60.79,6.15,12.41,0,Normal
2024-01-01 03:18:00,23.1,58.25,1043.4,3.58,50.22,1771.8,1.3,60.62,5.91,10.81,0,Normal
2024-01-01 03:19:00,22.5,58.09,1098.8,3.38,47.51,1658.3,1.48,59.97,6.44,11.83,0,Normal
2024-01-01 03:20:00,22.72,55.74,1072.4,3.67,48.88,1748.6,1.17,58.83,5.28,11.0,0,Normal
2024-01-01 03:21:00,23.52,56.44,1081.2,3.33,49.58,1776.3,1.44,61.36,6.8,12.34,0,Normal
2024-01-01 03:22:00,23.25,55.75,1089.6,3.53,50.37,1781.6,1.44,60.09,6.6,12.62,0,Normal
2024-01-01 03:23:00,24.06,53.97,1117.0,3.4,49.69,1851.8,1.39,59.79,6.51,11.96,0,Normal
2024-01-01 03:24:00,23.63,55.82,1070.0,3.74,48.83,1613.3,1.15,59.34,5.86,10.1,0,Normal
2024-01-01 03:25:00,23.63,54.05,1072.2,3.36,48.93,1632.6,1.42,59.37,5.89,12.14,0,Normal
2024-01-01 03:26:00,22.38,56.9,1083.9,3.43,49.27,1805.7,1.58,61.79,5.8,12.78,0,Normal
2024-01-01 03:27:00,23.48,55.62,1046.9,3.69,50.18,1797.1,1.17,58.73,6.07,11.62,0,Normal
2024-01-01 03:28:00,23.09,55.39,1067.1,3.29,50.15,1716.8,1.47,61.08,5.63,12.63,0,Normal
2024-01-01 03:29:00,22.86,57.56,1153.2,3.51,50.57,2047.3,1.58,60.65,6.73,13.72,0,Normal
2024-01-01 03:30:00,23.24,58.68,1060.5,3.14,50.44,1755.1,1.55,62.12,6.24,13.08,0,Normal
2024-01-01 03:31:00,23.64,54.01,1121.6,3.28,50.73,1808.7,1.49,60.17,6.06,13.07,0,Normal
2024-01-01 03:32:00,23.44,53.01,1074.2,3.58,50.72,1815.2,1.31,60.46,6.42,12.82,0,Normal
2024-01-01 03:33:00,22.77,53.71,1088.1,3.3,49.71,1807.4,1.64,60.93,6.35,13.89,0,Normal
2024-01-01 03:34:00,23.6,54.99,1108.4,3.39,49.37,1732.9,1.52,62.28,6.23,12.6,0,Normal
2024-01-01 03:35:00,22.93,55.43,1106.8,3.6,48.51,1792.9,1.34,59.83,5.97,12.65,0,Normal
2024-01-01 03:36:00,23.38,55.94,1082.5,3.38,49.86,1669.5,1.33,61.36,5.85,11.77,0,Normal
2024-01-01 03:37:00,23.13,56.26,1132.4,3.66,47.49,1737.4,1.21,58.41,5.38,11.7,0,Normal
2024-01-01 03:38:00,23.2,53.54,1069.2,3.54,49.74,1700.9,1.09,58.26,5.25,10.67,0,Normal
2024-01-01 03:39:00,23.71,52.3,1100.0,3.59,49.93,1809.1,1.44,61.48,6.17,12.68,0,Normal
2024-01-01 03:40:00,22.83,57.06,1082.6,3.75,50.59,1927.2,1.53,60.24,6.31,13.11,0,Normal
2024-01-01 03:41:00,24.34,54.1,1078.7,3.56,49.27,1573.2,1.27,59.04,5.93,11.16,0,Normal
2024-01-01 03:42:00,22.47,56.61,1062.3,3.81,50.14,1772.7,1.32,60.33,5.62,12.98,0,Normal
2024-01-01 03:43:00,23.11,53.62,1086.2,3.68,48.95,1625.6,1.25,58.72,6.28,11.74,0,Normal
2024-01-01 03:44:00,23.61,55.91,1081.4,3.4,49.41,1751.5,1.33,60.28,6.03,12.33,0,Normal
2024-01-01 03:45:00,23.74,56.88,1155.8,3.76,49.21,1867.8,1.32,59.99,6.18,12.83,0,Normal
